chunk_id,program_id,source_type,party_name,year,title,cluster_id,primary_topic_id,primary_topic_label,primary_confidence,secondary_topic_id,secondary_topic_label,secondary_confidence,review_status,reasons,text
SF_2003_chunk_013,SF_2003,party_program,Socialistisk Folkeparti,2003,Princip- og perspektivprogram,8,offentlig_sektor_forvaltning,Offentlig sektor og forvaltning,0.80,arbejdsmarked_beskaeftigelse,Arbejdsmarked og beskæftigelse,0.44,needs_review,"keyword:offentlige sektor, keyword:offentlige, keyword:velfærdsstat, multi_keyword:3, keyword:arbejde, keyword:lønmodtagere","De fleste steder i verden er staten udbygget kraftigt - nogle steder i form af en egentlig velfærdsstat - men overalt i verden spiller staten en aktiv rolle i økonomisk regulering, disciplinering, uddannelse mv. Den offentlige sektor er dermed blevet en vigtig faktor i samfundet. Velfærdsstaterne viser, at staten kan sikre væsentlige rettigheder for bl.a. lønmodtagere. Men staten har ofte en undertrykkende rolle i samfundet. For det første fordi statsmagten ikke befinder sig i et tomrum. Den kan være med til at opretholde de økonomiske, sociale og demokratiske uligheder i samfundet gennem sine institutioner og interessefællesskab med de dominerende økonomiske kræfter. For det andet fordi statens magt afhænger af regler og systemer, som tit strider mod individernes og fællesskabernes frie livsudfoldelse. Staten er formet af kampene mellem de sociale kræfter i samfundet, og den afspejler de skæve magtforhold, der gælder i et kapitalistisk samfund. Den er derfor aldrig neutral, men den kan påvirkes gennem de sociale kræfters kamp - ikke mindst hvis der er tale om et demokratisk politisk system. Det gælder ikke bare i nationalstaterne, men også de internationale organisationer. Den kapitalistiske samfundsorganisering har overalt klare konsekvenser for den måde, politik fungerer på. 3.1.2. Arbejdet i det moderne samfund Stadig flere lønarbejdere stiller nye krav til deres arbejde. Arbejdet er i stigende grad blevet det sted, hvor vi gerne vil udfolde os og skaber os en identitet."
SF_2003_chunk_015,SF_2003,party_program,Socialistisk Folkeparti,2003,Princip- og perspektivprogram,23,arbejdsmarked_beskaeftigelse,Arbejdsmarked og beskæftigelse,0.70,digitalisering_teknologi_data,"Digitalisering, teknologi og data",0.70,needs_review,"keyword:arbejdsvilkår, keyword:løn, multi_keyword:2, keyword:teknologi, keyword:internet, multi_keyword:2","reduceres til nedslidende, tempofyldte, simple, gentagne funktioner med ringe eller slet ingen selvbestemmelse i arbejdet. Det gælder både vareproduktion og service i nye og gamle brancher. Selv om de ansatte i servicesektoren ofte har større frihed til at tilrettelægge arbejdet, er de også pressede af at skulle levere et tilstrækkeligt overskud for virksomheden. Offentligt ansatte arbejder ikke for en kapitalejer, og det giver andre betingelser i kampen for løn, arbejdsvilkår og indflydelse. Men ikke desto mindre er de underlagt et kontant effektivitetskrav, som bl.a. fører til et hårdt fysisk og psykisk arbejdsmiljø. Med den mere sparsomme arbejdstid og udsigten til arbejdskraftmangel, er dagordenen på arbejdspladserne endvidere blevet udvidet fra at være et spørgsmål om løn, arbejdstid og fravær af arbejdsskader, til også at omfatte større interesse for sygefravær, sundhedsfremme, arbejdsfastholdelse og muligheden for at tiltrække nye medarbejdere. 3.1.3. Ny teknologi giver nye udfordringer Udviklingen af de moderne informationsteknologier som bl.a. internet har givet mulighed for en ny form for organisering af arbejdet inden for bestemte brancher især i de højtindustrialiserede lande. Her bliver produktionen stadig mere afhængig af teknologi og viden, og udviklingen af medarbejdernes kompetencer i virksomheden bliver i stigende grad nødvendig for at kunne tiltrække kapital. Denne udvikling gør, at nye ledelsesinstrumenter tages i brug. Individuelle lønsystemer koblet med bedre muligheder for medarbejderindflydelse over det nære arbejdsliv vinder indpas."
SF_2003_chunk_016,SF_2003,party_program,Socialistisk Folkeparti,2003,Princip- og perspektivprogram,6,arbejdsmarked_beskaeftigelse,Arbejdsmarked og beskæftigelse,0.54,,,,needs_review,"keyword:lønmodtagere, keyword:arbejdsvilkår, multi_keyword:2","Individualiseringen og forskellene i arbejdsvilkår risikerer at svække solidariteten og give nye skævheder, hvor den mindre uddannede del af arbejdskraften lades i stikken af kapitalejere og ledere på den ene side og den højtuddannede arbejdskraft på den anden side. Men trods nye skel er der fortsat nogle grundlæggende fælles vilkår for alle lønmodtagere. Lederne sætter målene for arbejdsindsatsen, leder arbejdet, og afgør, hvem der kan undværes. 3.1.4. Et forandret klassesamfund Danmark er et forandret klassesamfund. En forandring som netop det 20. århundredes vigtigste klassebevægelse, arbejderbevægelsen, har stået i spidsen for. Vores samfund er præget af interessemodsætninger og uligheder, der knytter sig til menneskers forskellige position i forhold til produktionsstrukturen.Bestemte grupper i samfundet dominerer andre og har mere magt og bedre livsvilkår end andre. Vi har fortsat klassemodsætninger, der stammer fra ejendomsretten til produktionsmidlerne. Men der har også udviklet sig andre klassemodsætninger, som enten bygger på magt i organisationer, virksomhederne mv. eller på besiddelse af særlige kompetencer og kvalifikationer, der kan udnyttes til at dominere dem, der ikke har tilsvarende kompetencer. De talmæssigt få kapitalejere baserer deres magt på ejendomsret til produktionsmidler. Arbejderklassen består af ufaglærte og faglærte arbejdere samt underordnede funktionærer, og udgør en tredjedel af den erhvervsaktive befolkning i Danmark. Hertil kommer den voksende gruppe uden tilknytning til arbejdsmarkedet. Arbejderklassens placering giver den interesser, der er vendt imod udbytning, ulighed, manglende indflydelse og umyndiggørelse i arbejdet."
SF_2003_chunk_018,SF_2003,party_program,Socialistisk Folkeparti,2003,Princip- og perspektivprogram,14,ideologi_samfundssyn,Ideologi og samfundssyn,0.74,arbejdsmarked_beskaeftigelse,Arbejdsmarked og beskæftigelse,0.44,needs_review,"keyword:socialistisk, keyword:solidaritet, keyword:fællesskab, keyword:værdier, keyword:arbejde, keyword:lønmodtagere","Ligesom tidligere er arbejdere og mellemlag indbyrdes en del splittede. Det skyldes forskellige umiddelbare interesser og forskellige værdier og prioriteringer, som vi udvikler ud fra forskellige erfaringer og sociale miljøer. Hertil kommer, at vi i dag også tænker, handler og skaber vores identiteter ud fra køn, medborgerskab, etnicitet mv. Solidaritet har aldrig været en automatik, men derimod et værdimæssigt fællesskab af interesser og mål. I et kapitalistisk samfund findes der kun gradbøjninger af jobsikkerhed og medbestemmelse. Samfundene er derfor fortsat delt i to hovedgrupper, hvor lønmodtagerne er afskåret fra samfundsmagtens centrale positioner. Og skellet mellem samfundets økonomiske og politiske elite på den ene side og den almindelige befolkning på den anden graves stadig dybere. Alle de der ikke beklæder de magtfulde nøglepositioner i samfundet vil have fordel af en politik, der konsekvent gør op med den ulige fordeling af magt og indflydelse. Et socialistisk projekt har således gode vilkår hos specielt arbejderklassen og mellemlagene, men SF's politik vil ikke gavne alle lønmodtagere i samme omfang. Dårligt stillede vil opleve markante fordele og velfærdsforbedringer ved SF's politik, mens mange i de bedre stillede mellemlag givetvis vil kunne se en snæver økonomisk egeninteresse i at støtte en borgerlig politik. Alligevel er der et stort potentiale også blandt disse grupper, fordi de gennem uddannelse og arbejde kan vedkende sig visionerne om et mere retfærdigt og demokratisk samfund."
SF_2003_chunk_019,SF_2003,party_program,Socialistisk Folkeparti,2003,Princip- og perspektivprogram,12,socialpolitik_udsatte,Socialpolitik og udsatte grupper,0.76,kultur_medier_idraet,"Kultur, medier og idræt",0.32,needs_review,"keyword:sociale, keyword:ulighed, multi_keyword:2, keyword:kunst","3.1.5. Et demokratisk samfund er også et kultursamfund Menneskers brug af kulturen præges af deres sociale vilkår og økonomiske forudsætninger. At være fortrolig med sproget, kulturen, historien og med samtiden kræver kundskaber, nysgerrighed og lyst til at udvide sin horisont. Kulturel udfoldelse sprænger grænser og skaber møde mellem mennesker. Kulturen er blevet en ressource i økonomien, der skaber arbejde for mange - også i afledte industrier som turisme, handel og lignende. Tilstedeværelsen af en fri og uafhængig kunst er altafgørende for et demokratisk samfund og en forudsætning for et veludviklet og mangfoldigt kulturliv. Derfor skal samfundets give rum og økonomiske muligheder for den eksperimenterende kunst. I det moderne samfund spiller massemediernes formidling af informationer en stor rolle for den politiske dagsorden. Massemedierne fungerer i vid udstrækning på markedsvilkår, og det spiller derfor en større rolle for medierne at få overskud på regnskabet end at sikre den demokratiske debat. I jagten på oplags- og seertal satser medierne i stigende grad på underholdning. Hermed forenkles komplekse samfundsproblemer ofte til simple løsrevne enkelthistorier og konflikter. 3.2. Social og økonomisk ulighed Kapitalismen er det samfundssystem, der til dato har sikret de fleste goder og den største materielle rigdom. Men samtidig har den også skabt og fastholdt en kolossal social og økonomisk ulighed. Årsagerne til denne ulighed skal findes i kapitalismens skæve magtfordeling."
SF_2003_chunk_020,SF_2003,party_program,Socialistisk Folkeparti,2003,Princip- og perspektivprogram,9,socialpolitik_udsatte,Socialpolitik og udsatte grupper,0.98,ligestilling_minoriteter,Ligestilling og minoriteter,0.74,needs_review,"keyword:sociale, keyword:misbrug, keyword:ulighed, multi_keyword:3, keyword:lige muligheder, keyword:køn","Men den skyldes også, at hele kapitalismens dynamik bunder i det enkelte individs jagt efter økonomiske goder og den egoisme, det fører med sig. Uligheden viser sig på mange måder. Som forskellen på fattig og rig eller på magtesløs og magtfuld. Men også som uligheder mellem køn, etniske grupper osv. Magtesløsheden vendes indad og skaber splid mellem grupper i samfundet. - 8 - Ulighed og udstødning har voldsomme konsekvenser i form af bl.a. misbrug, sygdom og kriminalitet. Økonomisk og social ulighed er dermed tæt sammenknyttet, så en stærk eller svag økonomisk position oftest også hænger sammen med en tilsvarende social placering. Og den sociale position - god såvel som dårlig - går oftest i arv mellem generationerne. Så længe uligheden blomstrer, som den gør i det nuværende samfund, forbliver frihed en abstrakt størrelse for store dele af befolkningen. Den formelle frihed bliver først reel, når alle sikres lige muligheder for at gøre deres drømme til virkelighed. Det gælder både nationalt og internationalt. 3.2.1. Velfærdssamfund under pres Velfærdssamfundene har medvirket til at mindske den økonomiske og sociale ulighed og velfærden har myndiggjort store dele af befolkningen. Sundheden er historisk forbedret pga. af et generelt højere velstandsniveau men er fortsat socialt ulige fordelt, og den liberalistiske markedskultur er i sig selv årsagen til sygdomme og personskader. Velfærdstanken står på mange måder i modsætning til markedstanken. I et velfærdssamfund fordeles goderne efter behov og ikke efter udbud og efterspørgsel. Produktionen af velfærdsydelser skal ikke skabe profit. Og velfærdssystemet er direkte underlagt demokratiske beslutninger. Dermed kan velfærdssamfundet sikre friheden til at realisere drømme og livsprojekter uafhængigt af markedets magtforhold. Borgerlige kræfter har sat de solidariske elementer i velfærdssamfundene under pres. For det første ved en ideologisk accept af større ulighed, som bl.a. giver sig udtryk i øget brug af forsikringsordninger."
SF_2003_chunk_021,SF_2003,party_program,Socialistisk Folkeparti,2003,Princip- og perspektivprogram,22,offentlig_sektor_forvaltning,Offentlig sektor og forvaltning,0.80,ligestilling_minoriteter,Ligestilling og minoriteter,0.54,needs_review,"keyword:offentlige sektor, keyword:offentlige, keyword:velfærdsstat, multi_keyword:3, keyword:køn, keyword:diskrimination","For det andet ved en udbredt og ukritisk brug af markedslignende instrumenter i organiseringen af den offentlige sektor, som f.eks. privatiseringer. Denne udvikling i velfærdssamfundene er i sig selv med til at fremme filosofien om, at enhver er sin egen lykkes smed, på bekostning af solidaritet og individernes ansvar overfor hinanden og for fællesskabet. Og dermed kan den yderligere forstærke nedbrydningen af velfærdssamfundene. Men et blindt forsvar for den nuværende velfærdsstat har samtidig været med til at sinke en fornyelse af velfærdsmodellen. For staten varetager i mange sammenhænge de velstilledes, de veluddannedes og de magtfuldes interesser. Det er i sig selv et demokratisk problem, at vigtige politiske debatter og beslutninger på mange forskellige planer tages af eksperter og embedsmænd frem for af folkevalgte. Alt for stor en del af velfærdsstaten bygger på stive systemer og standardløsninger. Og velfærdsstaten står på mange måder i modsætning til myndige menneskers muligheder for selv eller i fællesskab med andre at tage magten over hverdagen og samfundet. 3.2.2 Et sammensat samfund Det danske samfund giver i dag ikke tilstrækkelig plads til folk, der er anderledes. Der findes diskrimination på grund af køn, etnisk oprindelse, religion og seksuel orientering. Der mangler respekt for og accept af forskellighed med hensyn til livsform, familieform mv. Det danske samfund er i egentlig forstand blevet multikulturelt. Denne udvikling har den ekstreme højrefløj i en række vestlige lande brugt til at fremmane frygt for det ”fremmede”, med en kombination af fremmedhad, nationalisme, intolerance og snæversyn."
SF_2003_chunk_022,SF_2003,party_program,Socialistisk Folkeparti,2003,Princip- og perspektivprogram,7,ligestilling_minoriteter,Ligestilling og minoriteter,1.34,udlaendinge_integration_statsborgerskab,"Udlændinge, integration og statsborgerskab",0.86,needs_review,"keyword:ligestilling, keyword:kvinder, keyword:mænd, multi_keyword:3, keyword:indvandrere, keyword:integrationen","Her har de især høstet stemmer blandt de grupper, der i forvejen føler sig marginaliseret. Venstrefløjen har været for længe om at erkende denne sammenhæng. - 9 - Kulturmøder kan i sig selv afføde vanskeligheder, og en mangel på debat om og løsning af disse problemer har været med til at skabe skel i befolkningen. Integrationen er samtidig slået fundamentalt fejl - først og fremmest fordi det ikke er lykkedes flygtninge, indvandrere og deres efterkommere at få fodfæste på arbejdsmarkedet, i boligområderne og i uddannelsessystemet. I et samfund, hvor utryghed og utilstrækkelig velfærd er en del af hverdagen, har det skabt en usikkerhed, som kun forstærkes af, at der blandt nogle indvandrere florerer et fortidigt syn på menneskerettigheder, demokrati, ligestilling og tolerance. 3.2.3 Kampen for ligestilling mellem kønnene Kvindekampen, der for alvor tog fart i 1970´erne, og hvor SF var en drivende faktor, har ført mange landvindinger med sig. Men der er stadig lang vej til reel ligestilling, og man kan frygte, at flere af de opnåede fremskridt kan blive rullet tilbage. Der er stadig ikke ligeløn mellem mænd og kvinder. Alle undersøgelser viser, at kvinder rammes særligt hårdt på løn og pension på grund af barsel. Der er stadig ikke mange kvinder i lederjob. Det kan dels afspejle, at kvinder fortsat har hovedansvaret i hjemmene - og prioriterer hjem og børn frem for karriere, dels at arbejdsmarkedet stadig tænker traditionelt i ”maskulin” lederadfærd. 3.3. Miljøbelastningen vokser Kapitalismen, den industrielle udvikling og masseforbruget har medført en hidtil uset belastning af naturgrundlaget."
SF_2003_chunk_023,SF_2003,party_program,Socialistisk Folkeparti,2003,Princip- og perspektivprogram,20,klima_energi_miljoe,"Klima, energi og miljø",0.54,,,,needs_review,"keyword:forurening, keyword:ressourcer, multi_keyword:2","Ligeledes har udviklingen af de teknologiske muligheder forøget risikoen for miljøødelæggelser - men har samtidig bidraget til løsningen af andre miljøproblemer. Miljøødelæggelser er ikke kun et fænomen knyttet til den industrialiserede verden. Også i de mindre udviklede dele af kloden belaster menneskers adfærd og forbrug naturgrundlaget. Men i takt med den industrielle udvikling er det blevet stadig mere klart, at når beslutningerne om produktion og forbrug overlades til markedskræfterne, fører det til overforbrug af ressourcer, forurening og skader på menneskers sundhed. Miljøspørgsmålet er i sin kerne meget politisk og konfliktfyldt, fordi det rummer spørgsmålet om den private råderet sat op mod hensyn til fællesskabet, og fordi det er forbundet med vældige økonomiske interesser. Men desværre er miljødiskussionen i stigende grad blevet teknokratisk, ufolkelig og afpolitiseret. Miljøproblemerne kan løses, men det kræver en langt stærkere samfundsmæssig styring af både produktion og forbrug - nationalt såvel som internationalt. 3.4. Globalisering og internationale udfordringer De globale uligheder er utålelige og urimelige. Det er uholdbart, at over 1 mia. mennesker må leve for under 1 dollar om dagen, at godt og vel halvdelen af jordens befolkning må leve for under 2 dollars om dagen, at den globale indkomstfordeling i de seneste 40 år er blevet stadig - 10 -"
SF_2003_chunk_024,SF_2003,party_program,Socialistisk Folkeparti,2003,Princip- og perspektivprogram,3,eu_udenrig_globalt,"EU, udenrigspolitik og globalt samarbejde",1.02,ideologi_samfundssyn,Ideologi og samfundssyn,0.44,needs_review,"keyword:internationale, keyword:global, multi_keyword:2, keyword:kapitalisme, keyword:lighed, multi_keyword:2","skævere, og at mindre end 20% af jordens befolkning bruger mere end 80% af energiressourcerne. Globaliseringen betyder, at der i forhold til tidligere er snævrere grænser for nationalstaternes handlemuligheder, og der opstår nye opgaver og vilkår for nationalstatslig politik. Den teknologiske udvikling ændrer økonomiske og sociale strukturer - og dermed rammerne for den politiske kamp mellem højre og venstre. Globaliseringen ligger i forlængelse af efterkrigstidens økonomiske deregulering og er udtryk for, at økonomi, politik, kultur og informationer i stigende grad overskrider de nationale grænser. Indtil nu har den økonomiske globalisering fundet sted på liberalistisk grundlag uden modkræfter af betydning. Verdens fattige er ikke kommet med i denne dynamik, hvor en global kapitalisme har styrket de store selskabers indtjening. Denne økonomiske udvikling betyder ikke, at nationalstaterne tømmes for indhold. Den politiske kamp og den ujævne demokratisering udfolder sig stadig hovedsageligt indenfor nationalstaterne. Men vilkårene for national politik ændres. Internationale organisationer spiller en større rolle. Den nationale politik må derfor i højere grad tage højde for de internationale sammenhænge. Globalisering er ikke en naturkraft, men menneskeskabt. Derfor kan den selvfølgelig også styres og reguleres af mennesker. Men kun hvis der er folkelig og politisk vilje, kan der skabes global lighed og retfærdighed. 3.4.1. Sikkerhed i opbrud Den internationale politik er domineret af USA's globale overherredømme og militære overlegenhed. USA respekterer kun den internationale retsorden i det omfang, den er i overensstemmelse med amerikanske interesser."
SF_2003_chunk_025,SF_2003,party_program,Socialistisk Folkeparti,2003,Princip- og perspektivprogram,0,eu_udenrig_globalt,"EU, udenrigspolitik og globalt samarbejde",1.26,forsvar_sikkerhed_beredskab,"Forsvar, sikkerhed og beredskab",0.94,needs_review,"keyword:europa, keyword:europæiske, keyword:international, keyword:internationale, keyword:sikkerhed, keyword:nato","Den amerikanske dominans har skabt en håbløshed og bitterhed i den fattige verden, som fører til social uro, flygtningestrømme og terrorisme. Men den har samtidig skabt utilfredshed hos flere af de traditionelle amerikanske allierede bl.a. i Europa. Siden murens fald er det blevet stadig tydeligere, at der er en kløft mellem den europæiske og amerikanske måde at håndtere udenrigspolitiske relationer på. Hvor USA traditionelt har ordnet deres mellemværender ved kontant militær afregning, har europæerne i langt højere grad levet med usikkerhed og valgt en forhandlingens vej i stedet for konfrontationen. Sikkerheden er truet fra langt flere fronter end tidligere, og den rent militære strategi er både utilstrækkelig og skadelig for den globale sikkerhed. For det første fordi trusler om vold ikke længere er forbeholdt militært stærke stater. Organisationer og mindre stater kan også true sikkerheden gennem terrorhandlinger. For det andet fordi også økologiske sammenbrud, flygtningestrømme, hungersnød, økonomisk depression, kriminalitet og social uro kan udgøre sikkerhedsproblemer. Regionaliseringen og USA's dominans har svækket FN som ramme for den internationale retsorden. Det har medført større internationalt anarki, hvor der er risiko for et nyt militært kapløb. USA benytter hertil bl.a. sin altoverskyggende rolle i NATO. Alligevel er demokrati og menneskerettigheder kommet til at spille en mere central rolle i international politik. Det er i højere grad blevet legitimt at gribe ind i et andet lands indre anliggender med det formål at beskytte menneskerettighederne - også militært."
SF_2003_chunk_026,SF_2003,party_program,Socialistisk Folkeparti,2003,Princip- og perspektivprogram,4,eu_udenrig_globalt,"EU, udenrigspolitik og globalt samarbejde",1.34,demokrati_retsstat_forfatning,"Demokrati, retsstat og forfatning",1.02,needs_review,"keyword:eu, keyword:europæiske, keyword:internationale, multi_keyword:3, keyword:demokrati, keyword:deltagelse","Uanset de bagvedliggende økonomiske og magtpolitiske interesser har militære indgreb funderet i det internationale demokrati betydet en væsentlig styrkelse af menneskerettighederne. - 11 - 3.4.2. Den europæiske dynamik EU er en politisk arena for kampen mellem højre og venstre. Det politiske højre vil også på europæisk plan fjerne politisk regulering af virksomheder og markedet og undergrave de europæiske velfærdssamfund. Omvendt arbejder det politiske venstre for at sikre en bedre regulering og inddæmning af markedet og et solidt fundament for de europæiske velfærdssamfund. Men EU-samarbejdet svækkes af mangel på demokrati, folkelig opbakning og folkelig diskussion. Dette har i en række lande medført vidtstrakt folkelig skepsis imod EUsamarbejdet. Der er derfor et udtalt behov for en demokratisering af EU - hvor demokrati i denne forbindelse bl.a. skal forstås som åbenhed, gennemsigtighed, debat og inddragelse af medborgere samt et generelt højt niveau af demokratisk deltagelse. Ambitionen for store dele af den politiske elite er et EU med træk, der minder om en egentlig forbundsstat. Disse ideer har dog ingen folkelig forankring, og man risikerer, at hele opbakningen til det europæiske samarbejde forsvinder, hvis opmærksomheden hviler på prestigeprojekterne frem for på at løse de reelle problemer, de europæiske befolkninger står overfor. Drømmen bygger på en illusion om en fælles europæisk offentlighed og folkelig legitimitet for EU's institutioner. Men intet kunne være fjernere fra en virkelighed, hvor de nationale demokratier er omdrejningspunktet for den politiske debat og beslutningsproces, og hvor de kulturelle, sproglige og politiske forskelle mellem landene er meget klare."
SF_2003_chunk_027,SF_2003,party_program,Socialistisk Folkeparti,2003,Princip- og perspektivprogram,0,eu_udenrig_globalt,"EU, udenrigspolitik og globalt samarbejde",1.74,,,,needs_review,"keyword:eu, keyword:europa, keyword:europæiske, keyword:international","Heller ikke i indretningen af velfærdssystemerne findes der en europæisk fællesnævner. Prestigeprojekterne er i sig selv skadelige for det internationale samarbejde. Et tæt militært samarbejde i Europa kan destabilisere en i forvejen sårbar international sikkerhedssituation. ØMU'en er dels meget udemokratisk, og dels risikerer et forhastet ØMU-projekt at forværre en økonomisk krise. Samtidig skaber ØMU'en et vældigt pres for at integrere yderligere på bl.a. velfærdsområdet blandt medlemslandene. Dermed risikerer ØMU'en at skabe nye skel i forhold til omverdenen. Udviklingen af EU må nødvendigvis tage udgangspunkt i og respektere de kulturelle, sproglige og politiske forskelle mellem medlemsstaterne. Et samarbejde, som skal fungere med så mange og så forskellige lande må nødvendigvis satse på at løse praktiske problemer og udnytte fælles muligheder frem for at gennemføre en snæver unionsopbygning uden folkelig opbakning. 3.4.3. EU som modpol til USA Der er ved at opstå en tiltagende modsætning mellem europæiske prioriteringer om velfærdsudvikling, miljøansvarlighed og behovet for internationale regler på den ene side og så amerikanske prioriteringer. EU har således udviklet sig til at være den progressive stemme, når der skal laves globale aftaler og regler. EU kan i langt højere grad udnytte sin økonomiske og politiske styrke til at formulere et aktivt modspil til USA. Dette gælder ikke mindst i internationale fora og omkring internationale konflikter, før de har udviklet sig til militære konflikter."
SF_2003_chunk_028,SF_2003,party_program,Socialistisk Folkeparti,2003,Princip- og perspektivprogram,4,eu_udenrig_globalt,"EU, udenrigspolitik og globalt samarbejde",0.54,,,,needs_review,"keyword:eu, keyword:europa, multi_keyword:2","3.4.4. Skabelsen af et helt Europa Efter diktaturregimernes fald i Østeuropa er de bureaukratiske planøkonomier blevet afløst af en markedsøkonomi, hvor vestlige koncerner og mafialignende organisationer har overtaget vitale dele af produktionsapparatet. Det har skabt store sociale spændinger og uligheder, hvor en lille elite har opnået ufattelig rigdom, mens den brede befolkning har oplevet en faldende levestandard. Det truer den demokratiske stabilitet. Og samtidig udnytter politiske kræfter kynisk de religiøse og etniske stridigheder, der ulmer mange steder. - 12 - Det har ikke mindst vist sig i tragedien på Balkan, hvor Jugoslaviens opløsning førte til et inferno af vold. Selv om demokratiet efterhånden synes at have fået overtaget i de fleste lande på Balkan, lurer de voldsomme konflikter fortsat, og det kræver en kolossal økonomisk, social og demokratisk indsats at bringe landene på fode igen. Det er nu besluttet at optage en række af de central- og østeuropæiske lande i EU. Deltagelse i det forpligtende økonomisk og politisk samarbejde er en af de bedste måder at sikre en ligeværdig økonomisk udvikling og en forankring af demokratiet. Men forsvinder udvidelsesperspektivet for de lande der ikke er optaget - herunder Balkanstaterne - kan den økonomiske og sociale nød føre til alvorlige tilbageslag for demokratiet. 4."
SF_2003_chunk_029,SF_2003,party_program,Socialistisk Folkeparti,2003,Princip- og perspektivprogram,9,ideologi_samfundssyn,Ideologi og samfundssyn,0.98,demokrati_retsstat_forfatning,"Demokrati, retsstat og forfatning",0.48,needs_review,"keyword:socialisme, keyword:frihed, keyword:lighed, keyword:solidaritet, keyword:demokrati","Strategiske hovedopgaver: Et politisk kursskifte Vejen til socialisme går gennem en dybtgående reformproces, hvor frihed, lighed, solidaritet og økologisk ansvarlighed bliver grundlag for samfundets udvikling. SF vil i en sådan proces især lægge vægt på fire strategiske hovedområder, der udgør krumtappen i et politisk kursskifte: · Social retfærdighed, der gør op med den udstødning, der foregår i det kapitalistiske samfund både nationalt og internationalt. Centralt i et opgør med udstødningen står kampen for et moderne økonomisk demokrati med medarbejderstyrede virksomheder og en demokratisering af samfundets magtstruktur i øvrigt · En fornyelse af velfærdssamfundet, hvor medborgerskab, frihed, lighed og solidaritet er ledetråden. · Økologisk bæredygtighed og et overordnet hensyn til miljøet som fundament for den sociale og økonomiske udvikling. · En ny sikkerhedspolitik som det bærende fundament i en overordnet prioritering af global ansvarlighed og internationalt udsyn. Disse områder er ledetråden og de afgørende hovedprioriteter for SF's indsats i de kommende år. Der er selvfølgelig mange andre projekter, som SF kan og vil støtte, men netop prioriteringen af fire projekter er udtryk for, at SF's vision rummer andet og mere end mindre daglige forbedringer. 4.1. Social retfærdighed - Demokratisering af økonomien og magten I det 20. århundrede vandt vi kampen om det politiske demokrati. I det 21. århundrede gælder det kampen om det økonomiske demokrati og en demokratisering af samfundets andre magtstrukturer. SF vil nedbryde forældede strukturer og erstatte dem med frihed og demokrati. Mennesker skal kunne se og opleve fordelene ved og udfordringerne i at have ret til at bestemme mere og mere over deres eget liv. Det moderne menneske kræver indflydelse. Og SF tror på, at reel indflydelse vil avle krav om mere indflydelse. - 13 -"
SF_2003_chunk_030,SF_2003,party_program,Socialistisk Folkeparti,2003,Princip- og perspektivprogram,23,offentlig_sektor_forvaltning,Offentlig sektor og forvaltning,0.64,demokrati_retsstat_forfatning,"Demokrati, retsstat og forfatning",0.60,needs_review,"keyword:offentlige sektor, keyword:offentlige, multi_keyword:2, keyword:demokrati, keyword:rettigheder, keyword:åbenhed","Derfor er det helt afgørende for SF, at de demokratiske rettigheder udvides radikalt. Det gælder ikke mindst på arbejdspladserne og i forhold til økonomien og markedet. Men også den offentlige sektor skal demokratiseres som en krumtap i SF's vision om en fornyelse af velfærdssamfundet. SF ønsker endvidere at bryde båndene mellem den økonomiske, politiske og ideologiske magt i samfundet. Grænserne mellem ekspertviden og politiske beslutninger skal tydeliggøres, så det fremstår klart, hvad der er en politisk beslutning, og hvad der ikke er. Desuden skal der skabes større åbenhed om, i hvilke fora beslutninger tages, og hvem der tager dem. 4.1.1. Demokrati på arbejdspladsen Den enkelte skal have størst mulig indflydelse på sit eget liv og på samfundet som helhed. Det spiller en stor rolle for det moderne menneske - ikke mindst på arbejdspladsen. Her ligger kimen til en grundlæggende ny samfundsmodel, hvor de ansatte selv leder arbejdet demokratisk. I en verden af hastige forandringer, uforudsigelighed, risici og konkurrence bliver det stadigt mere ubrugeligt at organisere virksomhederne som en benhård opdeling mellem de, der kan tænke, beslutte og lede på den ene side - og de, der kun kan arbejde på den anden side. Nogle få chefer og teknokraters viden er aldeles utilstrækkelig til at møde vor tids udfordringer. Derfor må alle medarbejderes viden og evne til at tænke, handle og beslutte udnyttes for at skabe nye produkter og bedre, mere effektiv og fleksibel produktion."
